1	Security Engineer/Technical Lead	<p>Security Clearance Required:&nbsp; Top Secret </p>\r<p>Job Number: TMR-447</p>\r<p>Location of Job:&nbsp; Washington, DC</p>\r<p>TMR, Inc. is an Equal Employment Opportunity Company</p>\r<p>For more job opportunities with TMR, visit our website <a href="http://www.tmrhq.com/">www.tmrhq.com</a></p>\r<p>Send Resumes to HR@tmrhq2.com</p>\r<p>&nbsp;</p>\r<p>JOB SUMMARY:</p>\r<p>&nbsp;</p>\r<p>Leads the customer&rsquo;s overall Cyber Security strategy, formalizes service offerings consisted with ITIL best practices, and provides design and architecture support.</p>\r<p>&nbsp;</p>\r<ul>\r    <li>Provide security design / architecture support for OJP&rsquo;s IT Security Division (ITSD) </li>\r    <li>Leads the SECOPS team in the day to day OJP Security Operations support&nbsp; </li>\r    <li>Provides direction when needed in a security incident or technical issues </li>\r    <li>Works in concert with network operations on design /integration for best security posture</li>\r    <li>Supports business development functions including Capture Management, Proposal Development and responses, and other initiatives to include conferences, trade shows, webinars, developing white papers and the like.</li>\r    <li>Identifies resources and mentors in-house talent to ensure TMR remains responsive to growing initiatives and contracts with qualified personnel.&nbsp;&nbsp; </li>\r</ul>\r<p>&nbsp;</p>\r<p><a href="https://www.tmrhq.com/jobapplicationstep1.aspx"><span></span></a>&nbsp;</p>	<p>SKILL SET</p>\r<p>&nbsp;</p>\r<p>Network Security tools:</p>\r<p>&nbsp;</p>\r<p>Webdefend Web Application Firewall (WAF), Cisco Routers, Fortigate 3800 Firewall series, Palo Alto 4000 firewall series, Cisco ASA 5xx Firewall Platform, Cisco&nbsp; FWSM,&nbsp; SourceFire Defense Center, SourceFire IP Sensor Platform, BlueCoat SG Appliance, F5 BigIP(reverse proxy).</p>\r<p>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; </p>\r<p>Web Application tools:&nbsp; </p>\r<p>&nbsp;</p>\r<p>AppDective, Fortify SCA, HP WebInspect, and the like.</p>\r<p>&nbsp;</p>\r<p>Network Vulnerability tools:&nbsp; </p>\r<p>&nbsp;</p>\r<p>Tenable Security Center, McAfee Foundstone scanner, Cain and Able, L0phtcrack - Password Cracker, Nessus Vulnerability Scanner, NMAP &ndash; Port Scanner, and other scanning and vulnerability mapping tools.&nbsp; </p>\r<p>&nbsp;</p>\r<p>&nbsp;</p>\r<p>DESIRABLE SKILLS:</p>\r<p>&nbsp;</p>\r<p>CISSP and/or related Certifications</p>\r<p>&nbsp;</p>\r<p>EDUCATION AND YEARS OF EXPERIENCE:</p>\r<p>&nbsp;</p>\r<p>BS Computer Science or related discipline; minimum of 8 years in IT Security; minimum 4 years in Senior/Lead position</p>\r<p>&nbsp;</p>\r<p><a href="https://www.tmrhq.com/jobapplicationstep1.aspx"><span>APPLY HERE</span></a></p>	Washington	DC	US	20531	2012-03-07 13:17:01.643	2012-04-06 23:59:59
16	ACCOUNT EXECUTIVES	<b>    <b>ACCOUNT EXECUTIVES</b> </b>  ——  Immd openings, exciting opportunities if you have very strong phone skills. Opportunity for X-financial sales, X-stock brokers, X-equity fund pros, 3 yr old comp., great track record. Strong back office support, strong sales support, very high earning potential, $100K plus. Ask for Mr. Paul 866-979-0026                WEB OS15146              <p>                 \n                \n                 <br><br>Source - Orlando Sentinel	Please refer to the Job Description to view the requirements for this job	Longwood	FL	US	32779	2012-03-08 05:09:42.803	2012-04-07 23:59:59
17	COMMERCIAL ESTIMATOR	<b>    <b>TRI-CITY ELECTRICAL CONTRACTORS, INC  </b> </b>   seeking               \r\n <b>Experienced Commercial Estimator </b> \r\n \r\n              Full-time for Central Florida area.                \r\n              Accubid experience a plus.               \r\n \r\n              Fax resume to 407-788-9523               \r\n              or email to:                 <b> <a href="mailto:info@tcelectric.com">info@tcelectric.com</a></b> \r\n              by 3/16/2012               \r\n \r\n <b>EOE M/F/D/V, a Drug free Workplace</b> \r\n               WEB OS21108               <p>                 \n                \n                 <br><br>Source - Orlando Sentinel	Please refer to the Job Description to view the requirements for this job	Altamonte Springs	FL	US	32714	2012-03-08 11:07:05.733	2012-04-07 23:59:59
18	Immediate Opening	Immediate Opening - AR Clerk is needed  foward resumes to hr.wallsfurniture@aol.com hr.wallsfurniture@aol.com WEB OS69883<P>Accounts Receivable/Cash Applications Clerk is needed,candidates Must have advanced knowledge of computers and peripheral office devices.For immediate consideration candidates should foward resumes to : hr.wallsfurniture@aol.com                 \n                \n                 <BR><BR>Source - Orlando Sentinel	Please refer to the Job Description to view the requirements for this job	Orlando	FL	US	32819	2012-03-10 01:13:29.223	2012-04-09 23:59:59
19	TESL Adjunct	TESL Adjunct - The Embry-Riddle Language Institute is seeking a part time adjunct for the summer 2012 term (May-Aug). Applicants must have Masters degree in ESL or Linguistics, be TESL certified and have at least 2 years teaching experience in TESL. Please send your CV and daytime availability to mcallisp@erau.edu or by fax 386-226-6165. mcallisp@erau.edu WEB OS69895<P>The Embry-Riddle Language Institute is seeking a part time adjunct for the summer 2012 term (May-Aug). Applicants must have Masters degree in ESL or Linguistics, be TESL certified and have at least 2 years teaching experience in TESL. Please send your CV and daytime availability to mcallisp@erau.edu or by fax 386-226-6165.                 \n                \n                 <BR><BR>Source - Orlando Sentinel	Please refer to the Job Description to view the requirements for this job	Daytona Beach	FL	US	32114	2012-03-10 01:13:30.193	2012-04-09 23:59:59
20	Salon Manager/Hairstylists	Salon Manager/Hairstylists - Macys Oviedo Mall tinarncn@gmail.com 8007895478 ext171 WEB OS69939<P>Salon manager/ Hairstylists needed for full service salon located inside Macys at the Oviedo Mall.  3 years experience in salon management with a proven track record of growing a business . Places high priority on guest services and is a role model for others to follow.  Candidate must have  strong leadership skills, great follow through and a polish and professional image. Must have a valid Florida Cosmetologist License and be willing to do services behind the chair. Must have the ability to build strong relationships with store personnel .  Full benefit package including vacation, holiday and 401K plan.  Interviews will be conducted March 20-23 contact Tina at 1-800-789-5478 ext 171 or email resume to tinarncn@gmail.com.                 \n                \n                 <BR><BR>Source - Orlando Sentinel	Please refer to the Job Description to view the requirements for this job	Oviedo	FL	US	32765	2012-03-10 01:13:29.93	2012-04-09 23:59:59
21	VOCATIONAL COUNSELOR	<b>    <b>VOCATIONAL COUNSELOR</b> </b>  ——  Rehab Co., p-t, w/ CRC, Masters w/Core Intrnshp & testing req. Resume: <a href="mailto:rehabadvisors@bellsouth.net">rehabadvisors@bellsouth.net</a>                 WEB OS24490              <P>                 \r\n                \r\n                 <BR><BR>Source - Orlando Sentinel	Please refer to the Job Description to view the requirements for this job	Orlando	FL	US	32804	2012-03-09 16:21:56.203	2012-04-08 23:59:59
22	GALLERY SALES POSITIONS	<b>    <b>         GALLERY SALES POSITIONS                   </b> </b>  ——               \r\n \r\n              This is an exciting time for our company, and we need a dedicated, enthusiastic person to help us grow! We are a high end art gallery and art auction company based in Orlando. If you are someone who thrives on challenges, tenacious, have great selling and networking skills and believes he or she can positively impact our business, then we invite you to apply to be a part of our team! We value teamwork, positive attitude and ability to learn, along with personal motivation and drive. You must have the right combination to fit into this exceptionally progressive, forward-thinking and hard-driven company.              \r\n \r\n               The ideal candidate must possess the following skills, qualifications, and characteristics:              \r\n \r\n              • Well-spoken, engaging and have a positive attitude                            \r\n              • Must be very presentable in person, i.e. well dressed, smart, able to look the part.                            \r\n              • Personable and energetic                            \r\n              • Highly responsible and trustworthy                           \r\n              • Extremely out-going and have a no-fear attitude meeting and/or cold-calling high-end businesses/organizations                           \r\n              • Ability to get along and interact well with all types of personalities                           \r\n \r\n               Not necessary but a plus:              \r\n               * Connections/contacts               \r\n              * Prior art gallery sales and auction experience               \r\n \r\n              He or she should not be limited to selling in the gallery but more importantly, capable of marketing, networking, customer service and have a positive approach in looking for other clients/customers.               \r\n \r\n              He or she is expected to have excellent work ethics.               \r\n \r\n              Detailed progress reports are required to be submitted to management on a regular basis.               \r\n \r\n              Additional training in various aspects of the job will also be provided.               \r\n \r\n              Minimum base salary + above-industry commission Performance evaluations will be made on a regular basis. Tremendous growth opportunities within the company.              \r\n \r\n               TO APPLY:              \r\n \r\n              • Please email resume with your reply                            \r\n              • Include current headshot and full body photo/s                            \r\n \r\n              Interview will be scheduled as soon as possible. And for the ideal candidate, employment will commence immediately.               \r\n \r\n              <a href="mailto:info@baterbys.com">info@baterbys.com</a>               \r\n \r\n              or Call Hal M-F at 888-682-9995 to schedule an interview.               \r\n               WEB OS28109              <P>                 \n                \n                 <BR><BR>Source - Orlando Sentinel	Please refer to the Job Description to view the requirements for this job	Orlando	FL	US	32819	2012-03-09 16:51:56.403	2012-04-08 23:59:59
23	SURGICAL SCRUB TECH	<b>    <b> SURGICAL SCRUB TECH </b> </b>  —— Vascular Lab Altamonte,FT,M-F,Interventional Radiology Tech exp a +,exc benefits fax 407.309.5433 or                 <b> <a href="mailto:HRDirector@nacfla.com">HRDirector@nacfla.com</a></b>   WEB OS24839              <P>                 \r\n                \r\n                 <BR><BR>Source - Orlando Sentinel	Please refer to the Job Description to view the requirements for this job	Altamonte Springs	FL	US	32701	2012-03-09 17:06:45.98	2012-04-08 23:59:59
24	Real Estate Agent	Now accepting Seasoned Agents who want to earn a lifetime of residual income. Come onboard in the next 30 days, bring one or more agents along and receive 5% of their sales as long as you both remain with us.  Our agents earn between 70-85%, plus the 5%, plus spiffs, plus bonuses. You pay NO Desk Fees, NO Monthly Fees and NO Lead Fees. Our agents earn more, they have more leads and we provide more opportunities. Be a part of something Big. What have you got to lose.<P>Now accepting Seasoned Agents who want to earn a lifetime of residual income. Come onboard in the next 30 days, bring one or more agents along and receive 5% of their sales as long as you both remain with us.  Our agents earn between 70-85%, plus the 5%, plus spiffs, plus bonuses. You pay NO Desk Fees, NO Monthly Fees and NO Lead Fees. Our agents earn more, they have more leads and we provide more opportunities. Be a part of something Big. What have you got to lose.                 \n                \n                 <BR><BR>Source - Orlando Sentinel	Please refer to the Job Description to view the requirements for this job	Windermere	FL	US	34786	2012-03-10 01:13:30.43	2012-04-09 23:59:59
25	LPN, RN, CNA, TECHS	<b>    <b> LPN, RN, CNA, TECHS</b> </b>  ——  LifeStream is looking for dynamic individuals to join the psychiatric hospital team. Desired individuals will be motivated to work with children, adults and geriatrics. Apply online at <a href="http://www.lsbc.net">www.lsbc.net</a> or at 515 W. Main St. DFWP/EOE                WEB OS21104              <P>                 \r\n                \r\n                 <BR><BR>Source - Orlando Sentinel	Please refer to the Job Description to view the requirements for this job	Leesburg	FL	US	34749	2012-03-10 05:10:01.203	2012-04-09 23:59:59
26	Vacation Sales Representatives	WYNDAHAM VACATION OWNERSHIP Vacation Sales Representatives If you are a driven, money-motivated sales professional, come join us! Sell discounted, funfilled vacation packages to referrals, past guests and owners and experience unlimited earning potential! Telephone sales experience is required Now Hiring for All Shifts Interviewing on Wednesday, March 14th. Call now to schedule your interview! 407-967-4820 ? Salary + commission ? Benefits effective within 30 days ? Average Rep earns $25/hr/$600-$1500 per wk! ? Warm leads (no cold calling) ? Contests and incentives ? Paid training Apply online at Wyndham.Jobs JOB CODE #1201344 EOE People Make the Difference <BR><BR>Source - Orlando Sentinel	Please refer to the Job Description to view the requirements for this job	Orlando	FL	US		2012-03-10 09:01:14.077	2012-04-09 23:59:59
27	Top Sales Agent	WANTED TOP SALES AGENT With a Dream to build a company and earn in excess of $250,000/year. WE OFFER A US-Made,World-renown, Patented Industrial Maintenance Tool line Intimidated Competitors An almost Recession-proof Marketplace ANo-lid-on-top Commission Income An Investment-Free Opportunity? And PROOF! WE EXPECT An Award-Winner in Sales with proof A Can-do,Winning Attitude Self-Confidence Self-Motivation Self-Discipline Enormous Bite and Stay-in Power Contact: DreamSalesOpportunity@gmail.com <BR><BR>Source - Orlando Sentinel	Please refer to the Job Description to view the requirements for this job	Orlando	FL	US		2012-03-10 09:01:15.793	2012-04-09 23:59:59
28	Quick Service Food & Beverage	I love making his day a little sweeter.  I am Disney.  Dreams. That's what you'll find at the Walt Disney World Resort.  There are many guest service and entertainment roles in which our  cast members bring Disney dreams to life. From our enchanted  Theme Parks and world-class Resort Hotels to our spectacular shows  and beloved characters, Walt Disney World Resort cast members have a  world of opportunity and take pride in turning dreams into realities.  Opportunities currently available:  Quick Service Food and Beverage  Housekeeping * Bus Drivers  Custodial  Recreation * Stewards * Culinary * Lifeguards  Character Look alike Performers  For more information and to apply online, visit  WaltDisneyWorld.jobs  Apply  online today!  Walt Disney World EOE ? Drawing Creativity from Diversity Disney   <BR><BR>Source - Orlando Sentinel	Please refer to the Job Description to view the requirements for this job	Orlando	FL	US		2012-03-10 09:01:17.68	2012-04-09 23:59:59
29	CREDIT/COLLECTIONS ASSISTANT	<b>     </b> \r\n <b>    <b>   CREDIT/COLLECTIONS ASSISTANT                         </b> </b> \r\n               Full-time for large, well-established contractor. Skills required include basic clerical, MS Office applications, good communications & phone skills. Knowledge of Fla lien laws helpful.               \r\n               Fax resume to: 407-788-9523               \r\n               or email to:                \r\n              <a href="mailto:collectionsassistant@yahoo.com">collectionsassistant@yahoo.com</a> By 3/21/12                \r\n              EOE/M/F/D/V,                \r\n              A Drug Free Workplace.  WEB OS21091              <P>                 \n                \n                 <BR><BR>Source - Orlando Sentinel	Please refer to the Job Description to view the requirements for this job	Orlando	FL	US	32801	2012-03-11 05:09:54.35	2012-04-10 23:59:59
30	POOL TECH	<b>    <b>POOL TECH</b> </b>  ——  Immediate FT opening MUST HAVE pool exp! Clean DL, 20+ yr Orlando Co. Email resumes/applic: <a href="mailto:gilmanpools@cfl.rr.com">gilmanpools@cfl.rr.com</a>                WEB OS26846              <P>                 \n                \n                 <BR><BR>Source - Orlando Sentinel	Please refer to the Job Description to view the requirements for this job	Orlando	FL	US	32805	2012-03-12 10:51:41.033	2012-04-11 23:59:59
31	EXPERIENCED ROOFERS	<b>    <b>EXPERIENCED ROOFERS</b> </b>  ——  Needed immediately Mon-Fri. Apply in person at 4495 35th St. Orlando, FL. 32811.                 WEB OS18414              <P>                 \n                \n                 <BR><BR>Source - Orlando Sentinel	Please refer to the Job Description to view the requirements for this job	Orlando	FL	US	32811	2012-03-12 16:06:57.6	2012-04-11 23:59:59
32	ARIZA TALENT & MODELING	<b>     </b> \r\n <b>    <b>ARIZA TALENT & MODELING   </b> </b> \r\n <b>     </b> \r\n <b>     </b> \r\n <b>     </b>   Florida's Leading Source                 \r\n               for Multicultural Talent                  \r\n              Earn up to $500 daily in                \r\n              • Fashion                    • Lifestyle                                  \r\n              • Catalog                    • TV                    • Film                                 \r\n \r\n              Jump Start Your                 \r\n              Acting/Modeling Career.                \r\n              New Projects Daily.                \r\n \r\n              Est 1986 Lic. TA1066.               \r\n \r\n              Call 407-332-0011 Today!               \r\n              <a href="http://www.arizatalent.com">www.arizatalent.com</a>               \r\n                  WEB OS22436              <P>                 \n                \n                 <BR><BR>Source - Orlando Sentinel	Please refer to the Job Description to view the requirements for this job	Longwood	FL	US	32750	2012-03-12 16:21:55.063	2012-04-11 23:59:59
